id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
1244;0;Music|Drama|Comedy;tt0764639;de;Das wilde Leben;"Achim Bornhak's movie focuses on the restless life of Uschi Obermaier, the icon of the 1968 movement in Germany and groupie. At the age of 16, Uschi is bored by her job in a photo lab, but soon becomes the ""it girl"" of Munich's club scene. When she gets to know Rainer Langhans, they move to Berlin and live in ""Kommune 1"", the first politically-motivated commune in Germany. While the other occupants claim she isn't political enough, Uschi just wants to have fun, works as fashion model and leads international music stars in temptation.";0.148464;Babelsberg Film GmbH;Germany;01/02/2007;0;114;Deutsch;Released;;Eight Miles High;6.9;8;1;1;1
1245;11500000;Drama|Romance;tt0107943;en;The Remains of the Day;A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.;2.136665;Columbia Pictures;United Kingdom;05/11/1993;23237911;134;English;Released;Diamond in the Rough;The Remains of the Day;7.5;186;2;2;1
1246;24000000;Drama;tt0479143;en;Rocky Balboa;When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.;1.066883;Columbia Pictures;United States of America;20/12/2006;155721132;102;English;Released;It ain't over 'til it's over.;Rocky Balboa;6.5;774;4;1;2
1247;85000000;Drama|Thriller|History;tt0343737;en;The Good Shepherd;Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family.;2.564599;Universal Pictures;United States of America;11/12/2006;59908565;167;English;Released;The untold story of the most powerful covert agency in the world.;The Good Shepherd;6.3;310;3;1;5
1248;50000000;Crime|Drama|Thriller;tt0367959;en;Hannibal Rising;The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.;0.704449;Ingenious Film Partners;United Kingdom;06/02/2007;82169884;121;English;Released;It started with revenge.;Hannibal Rising;6.0;625;7;4;3
1249;0;Drama|Thriller|Crime;tt0427969;en;Hollywoodland;The complicated life and controversial suicide of George Reeves is investigated by a fictional private detective who finds that there are reasons to suspect that Reeves may not have killed himself after all. The detective also finds that there is a little of George Reeves in himself, and maybe, each of us.;1.453742;Focus Features;United States of America;31/08/2006;16803753;126;English;Released;Living in Hollywood can make you famous. Dying in Hollywood can make you a legend.;Hollywoodland;6.1;96;1;1;1
1250;110000000;Thriller|Action|Fantasy|Horror;tt0259324;en;Ghost Rider;In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.;3.968939;Columbia Pictures Corporation;United States of America;16/02/2007;228738393;114;English;Released;Hell Is About To Be Unleashed;Ghost Rider;5.2;1556;7;2;1
1251;19000000;Action|Adventure|Drama|War;tt0498380;en;Letters from Iwo Jima;The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.;1.63429;DreamWorks SKG;Japan;19/12/2006;68673228;141;English;Released;The battle of Iwo Jima seen through the eyes of the Japanese soldiers.;Letters from Iwo Jima;7.2;510;4;2;2
1252;0;Drama|Thriller|Crime|Romance;tt0441774;en;Lonely Hearts;"In the late 1940's, Martha Beck and Raymond Fernandez were America's notorious ""Lonely Hearts Killers"". Their lethal scam was simple; they would swindle and then viciously murder lovelorn war widows who would answer their personal ads in which Ray would describe himself as a sexy Latin Lover. Based on a true story.";1.798711;Millennium Films;United States of America;30/04/2006;0;108;English;Released;;Lonely Hearts;5.9;82;2;1;1
1253;0;Drama|Romance;tt0443456;en;Breaking and Entering;Set in a blighted, inner-city neighbourhood of London, Breaking and Entering examines an affair which unfolds between a successful British landscape architect and Amira, a Bosnian woman – the mother of a troubled teen son – who was widowed by the war in Bosnia and Herzegovina.;0.562733;Miramax Films;United Kingdom;15/12/2006;8974829;129;English;Released;;Breaking and Entering;6.3;52;2;2;2
1254;0;Drama;tt0485241;fr;Je vais bien, ne t'en fais pas;A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.;1.378813;Fin Août Productions;France;06/09/2006;0;96;Français;Released;;Don't Worry, I'm Fine;7.2;152;1;1;1
1255;11000000;Horror|Drama|Science Fiction;tt0468492;ko;괴물;Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo.;2.424614;Cineclick Asia;South Korea;27/07/2006;88489643;119;한국어/조선말;Released;Monsters are real.;The Host;6.8;497;4;1;1
1256;2000000;Horror|Thriller;tt0808315;de;In 3 Tagen bist du tot;When Nina and her high school friends receive eerie text messages declaring that they will all die within three days, they dismiss it as a hokey prank -- until one by one, the pals start turning up dead in the alpine countryside. With the cops stymied, Nina and her remaining friends must scour their past for clues to identify the madman before he kills them all.;0.940288;Allegro-Film;Austria;21/07/2006;0;97;Deutsch;Released;;Dead in 3 days;5.4;14;1;1;1
1257;0;Comedy;tt0490084;en;Because I Said So;In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.;1.543625;Universal Pictures;United States of America;02/02/2007;69485490;102;English;Released;She's just your normal, overprotective, overbearing, over-the-top mother.;Because I Said So;5.8;176;2;1;1
1259;15000000;Drama|Romance;tt0465551;en;Notes on a Scandal;"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.";1.031451;Fox Searchlight Pictures;United Kingdom;25/12/2006;49469904;92;English;Released;One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....;Notes on a Scandal;6.9;220;6;1;2
1260;0;Adventure|Animation|Comedy|Family;tt0447249;et;Leiutajateküla Lotte;Somewhere in Europe by a great sea stands a small village, where inventing all manner of domestic gadgets is held in great esteem. The villagers organize an annual competition of new inventions. One of the best inventors in the village is Oskar, the father of the energetic girl dog Lotte. His primary rival is Adalbert the Hare. Victory in this competition is very important as it would bring honour to the entire family.;0.069426;none;none;25/08/2006;0;81;Eesti;Released;;Lotte from Gadgetville;9.0;4;0;0;2
1262;30000000;Comedy|Drama|Fantasy|Romance;tt0420223;en;Stranger Than Fiction;Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.;2.816509;Mandate Pictures;United States of America;09/09/2006;53653224;113;English;Released;Harold Crick isn't ready to go. Period.;Stranger Than Fiction;7.1;674;2;1;1
1263;0;Comedy;tt0449080;de;Die Aufschneider;;0.031551;3L Filmproduktion GmbH;Germany;08/02/2007;0;92;Deutsch;Released;;Die Aufschneider;4.8;4;2;1;1
1264;700000;Comedy|Family|Adventure;tt0811159;de;Die Wilden Kerle 4;"After his victory over the team ""The horrific Beasts,"" ""The Beast Football Club"" are in top form and mature in every game. But they need one more win to get the ""Pott"", the highest award of football freestyle. And to do have to beat the ""Wolves of Ragnarok"". But the Wolves are not a normal opponents. They have a dark secret ... in the rear lies a power greater than all of them together: this is a smart young woman named Horizon (Light Silver). Marlon falls in love with Marion. And she has one goal: to separate Marlon and Leon. Now, an internal fight threatens to destroy the Beasts Football Club.";0.485244;none;Germany;01/02/2007;0;110;Deutsch;Released;;The Wild Soccer Bunch 4;5.3;12;0;1;1
1265;60000000;Adventure|Drama|Family;tt0398808;en;Bridge to Terabithia;Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.;3.27853;Walden Media;United States of America;16/02/2007;137587063;96;English;Released;Close your eyes, but keep your mind wide open.;Bridge to Terabithia;7.0;989;3;1;1
